From	To	Species	Gene Name
1460295_s_at	Q00560	Mus musculus	interleukin 6 signal transducer
1460295_s_at	Q3UQA0	Mus musculus	interleukin 6 signal transducer
1460295_s_at	Q3TDT5	Mus musculus	interleukin 6 signal transducer
1455393_at	Q61147	Mus musculus	ceruloplasmin
1455393_at	Q8BV37	Mus musculus	ceruloplasmin
1455393_at	Q8BU82	Mus musculus	ceruloplasmin
1455393_at	Q2F3J4	Mus musculus	ceruloplasmin
1455393_at	Q6P5C8	Mus musculus	ceruloplasmin
1448989_a_at	Q3TTZ3	Mus musculus	myosin IB
1448989_a_at	Q91ZI6	Mus musculus	myosin IB
1448989_a_at	Q80VD8	Mus musculus	myosin IB
1448989_a_at	Q3UEQ4	Mus musculus	myosin IB
1448989_a_at	P70244	Mus musculus	myosin IB
1448989_a_at	P46735	Mus musculus	myosin IB
1448989_a_at	Q3TEP4	Mus musculus	myosin IB
1448989_a_at	Q7TQD7	Mus musculus	myosin IB
1460555_at	Q5SY29	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q8BIM7	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q9D9C2	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q5T0J1	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q8BJ54	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q8BJ19	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q80U16	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q8BJ32	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q8BJ22	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q5SZV4	Mus musculus	family with sequence similarity 65, member B
1460555_at	A6PW03	Mus musculus	family with sequence similarity 65, member B
1460555_at	A6PW01	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q6PAN3	Mus musculus	family with sequence similarity 65, member B
1460555_at	Q3TQ58	Mus musculus	family with sequence similarity 65, member B
1452092_at	Q9D2N6	Mus musculus	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
1452092_at	Q8BLQ5	Mus musculus	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
1452092_at	Q91XQ5	Mus musculus	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
1452092_at	Q80TW4	Mus musculus	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
1456080_a_at	Q91VN9	Mus musculus	serine incorporator 3
1456080_a_at	Q62310	Mus musculus	serine incorporator 3
1456080_a_at	Q3U7C6	Mus musculus	serine incorporator 3
1456080_a_at	Q8CFD3	Mus musculus	serine incorporator 3
1456080_a_at	Q8BSP9	Mus musculus	serine incorporator 3
1456080_a_at	A2A5I1	Mus musculus	serine incorporator 3
1456080_a_at	Q9QZI9	Mus musculus	serine incorporator 3
1456080_a_at	Q3TWZ3	Mus musculus	serine incorporator 3
1417343_at	Q9D164	Mus musculus	FXYD domain-containing ion transport regulator 6
1417343_at	Q9CXD0	Mus musculus	FXYD domain-containing ion transport regulator 6
1417343_at	Q99NC3	Mus musculus	FXYD domain-containing ion transport regulator 6
1449066_a_at	Q9ES27	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1449066_a_at	Q6XPA5	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1449066_a_at	O08757	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1449066_a_at	Q3UTS5	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1449066_a_at	Q8C750	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1449066_a_at	Q9ES28	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1449066_a_at	Q91ZZ6	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1449066_a_at	Q6ZQI5	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1452590_a_at	Q8K262	Mus musculus	placenta specific 9; predicted gene 10393; predicted gene 9780
1452590_a_at	Q3V2D9	Mus musculus	placenta specific 9; predicted gene 10393; predicted gene 9780
1456341_a_at	Q8CEC4	Mus musculus	Kruppel-like factor 9
1456341_a_at	O35739	Mus musculus	Kruppel-like factor 9
1450244_a_at	Q14B83	Mus musculus	mitogen-activated protein kinase kinase kinase kinase 2
1450244_a_at	Q14B82	Mus musculus	mitogen-activated protein kinase kinase kinase kinase 2
1450244_a_at	Q3U4B8	Mus musculus	mitogen-activated protein kinase kinase kinase kinase 2
1450244_a_at	Q61161	Mus musculus	mitogen-activated protein kinase kinase kinase kinase 2
1450297_at	Q3UCQ0	Mus musculus	interleukin 6
1450297_at	Q8BN26	Mus musculus	interleukin 6
1450297_at	A2RTD1	Mus musculus	interleukin 6
1450297_at	Q3U8J8	Mus musculus	interleukin 6
1450297_at	Q0PMN1	Mus musculus	interleukin 6
1450297_at	P08505	Mus musculus	interleukin 6
1455961_at	Q6NXX5	Mus musculus	membrane metallo endopeptidase
1455961_at	Q61391	Mus musculus	membrane metallo endopeptidase
1455961_at	Q8BNU9	Mus musculus	membrane metallo endopeptidase
1455961_at	Q8K251	Mus musculus	membrane metallo endopeptidase
1438824_at	Q91YQ9	Mus musculus	solute carrier family 20, member 1
1438824_at	Q3U244	Mus musculus	solute carrier family 20, member 1
1438824_at	Q9QVW6	Mus musculus	solute carrier family 20, member 1
1438824_at	Q61609	Mus musculus	solute carrier family 20, member 1
1438824_at	Q8CBJ1	Mus musculus	solute carrier family 20, member 1
1438824_at	Q8CF68	Mus musculus	solute carrier family 20, member 1
1438824_at	A2AKR9	Mus musculus	solute carrier family 20, member 1
1450843_a_at	Q8BV87	Mus musculus	serine (or cysteine) peptidase inhibitor, clade H, member 1
1450843_a_at	Q5U4D0	Mus musculus	serine (or cysteine) peptidase inhibitor, clade H, member 1
1450843_a_at	P19324	Mus musculus	serine (or cysteine) peptidase inhibitor, clade H, member 1
1450843_a_at	Q8BVU9	Mus musculus	serine (or cysteine) peptidase inhibitor, clade H, member 1
1450843_a_at	Q3TJK3	Mus musculus	serine (or cysteine) peptidase inhibitor, clade H, member 1
1450843_a_at	Q3TMD2	Mus musculus	serine (or cysteine) peptidase inhibitor, clade H, member 1
1450843_a_at	Q3TWG9	Mus musculus	serine (or cysteine) peptidase inhibitor, clade H, member 1
1455106_a_at	Q3UF71	Mus musculus	similar to creatine kinase, brain; predicted gene 12892; creatine kinase, brain
1455106_a_at	Q3U5P5	Mus musculus	similar to creatine kinase, brain; predicted gene 12892; creatine kinase, brain
1455106_a_at	Q3TKI3	Mus musculus	similar to creatine kinase, brain; predicted gene 12892; creatine kinase, brain
1455106_a_at	Q04447	Mus musculus	similar to creatine kinase, brain; predicted gene 12892; creatine kinase, brain
1455106_a_at	Q9CXK6	Mus musculus	similar to creatine kinase, brain; predicted gene 12892; creatine kinase, brain
1455106_a_at	Q3KQP4	Mus musculus	similar to creatine kinase, brain; predicted gene 12892; creatine kinase, brain
1454974_at	Q9QY50	Mus musculus	similar to Netrin-1 precursor; netrin 1
1454974_at	B1ARR0	Mus musculus	similar to Netrin-1 precursor; netrin 1
1454974_at	Q60832	Mus musculus	similar to Netrin-1 precursor; netrin 1
1454974_at	O09118	Mus musculus	similar to Netrin-1 precursor; netrin 1
1452521_a_at	P35456	Mus musculus	plasminogen activator, urokinase receptor
1452521_a_at	Q545X5	Mus musculus	plasminogen activator, urokinase receptor
1452521_a_at	P35457	Mus musculus	plasminogen activator, urokinase receptor
1452521_a_at	Q3U2D1	Mus musculus	plasminogen activator, urokinase receptor
1455494_at	Q61427	Mus musculus	collagen, type I, alpha 1
1455494_at	Q61367	Mus musculus	collagen, type I, alpha 1
1455494_at	Q6PCL3	Mus musculus	collagen, type I, alpha 1
1455494_at	Q60785	Mus musculus	collagen, type I, alpha 1
1455494_at	Q60635	Mus musculus	collagen, type I, alpha 1
1455494_at	Q61022	Mus musculus	collagen, type I, alpha 1
1455494_at	Q53WT0	Mus musculus	collagen, type I, alpha 1
1455494_at	P11087	Mus musculus	collagen, type I, alpha 1
1455494_at	Q810J9	Mus musculus	collagen, type I, alpha 1
1455494_at	Q64353	Mus musculus	collagen, type I, alpha 1
1455494_at	Q99LL6	Mus musculus	collagen, type I, alpha 1
1455494_at	Q63919	Mus musculus	collagen, type I, alpha 1
1452222_at	Q91YF0	Mus musculus	utrophin
1452222_at	Q9QYY4	Mus musculus	utrophin
1452222_at	Q8C7R5	Mus musculus	utrophin
1452222_at	Q9D1Z0	Mus musculus	utrophin
1452222_at	Q3TR59	Mus musculus	utrophin
1452222_at	O08614	Mus musculus	utrophin
1452222_at	Q810I5	Mus musculus	utrophin
1452222_at	Q3UYS4	Mus musculus	utrophin
1452222_at	Q6P6L2	Mus musculus	utrophin
1452222_at	Q61636	Mus musculus	utrophin
1448325_at	P17564	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 15A; myeloid differentiation primary response gene 116
1448325_at	Q3TJS6	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 15A; myeloid differentiation primary response gene 116
1448325_at	Q3U3L5	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 15A; myeloid differentiation primary response gene 116
1448325_at	B2RRL7	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 15A; myeloid differentiation primary response gene 116
1448325_at	Q8C579	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 15A; myeloid differentiation primary response gene 116
1452604_at	Q3UWP1	Mus musculus	StAR-related lipid transfer (START) domain containing 13; similar to serologically defined colon cancer antigen 13
1452604_at	Q923Q2	Mus musculus	StAR-related lipid transfer (START) domain containing 13; similar to serologically defined colon cancer antigen 13
1452604_at	Q8K369	Mus musculus	StAR-related lipid transfer (START) domain containing 13; similar to serologically defined colon cancer antigen 13
1452178_at	Q9QXQ8	Mus musculus	plectin 1
1452178_at	Q9QXQ9	Mus musculus	plectin 1
1452178_at	Q923J2	Mus musculus	plectin 1
1452178_at	Q9QXS0	Mus musculus	plectin 1
1452178_at	Q9QXS1	Mus musculus	plectin 1
1452178_at	Q6S394	Mus musculus	plectin 1
1452178_at	Q9QXS2	Mus musculus	plectin 1
1452178_at	Q9QXS3	Mus musculus	plectin 1
1452178_at	Q8C8S5	Mus musculus	plectin 1
1452178_at	Q6S392	Mus musculus	plectin 1
1452178_at	Q9QXR6	Mus musculus	plectin 1
1452178_at	Q6S393	Mus musculus	plectin 1
1452178_at	Q9QXR5	Mus musculus	plectin 1
1452178_at	Q6S390	Mus musculus	plectin 1
1452178_at	Q9QXR4	Mus musculus	plectin 1
1452178_at	Q9QXR3	Mus musculus	plectin 1
1452178_at	Q9QXR9	Mus musculus	plectin 1
1452178_at	Q9QXR8	Mus musculus	plectin 1
1452178_at	Q9QXR7	Mus musculus	plectin 1
1452178_at	Q6S389	Mus musculus	plectin 1
1452178_at	Q6S388	Mus musculus	plectin 1
1452178_at	Q6S387	Mus musculus	plectin 1
1452178_at	Q9QXR1	Mus musculus	plectin 1
1452178_at	Q6S385	Mus musculus	plectin 1
1452178_at	Q9QXR2	Mus musculus	plectin 1
1452178_at	Q6S384	Mus musculus	plectin 1
1452178_at	Q05CR3	Mus musculus	plectin 1
1452178_at	Q9QXR0	Mus musculus	plectin 1
1452178_at	Q9QUT2	Mus musculus	plectin 1
1452178_at	Q499F9	Mus musculus	plectin 1
1452178_at	Q9CS65	Mus musculus	plectin 1
1455288_at	Q8K2B0	Mus musculus	RIKEN cDNA 1110036O03 gene
1455288_at	Q8C112	Mus musculus	RIKEN cDNA 1110036O03 gene
1452384_at	Q148B3	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1452384_at	Q4FZF8	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1452384_at	Q6DYE8	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1452384_at	Q99K07	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1452384_at	Q91VZ7	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1452347_at	Q3V155	Mus musculus	similar to Myocyte enhancer factor 2A; myocyte enhancer factor 2A
1452347_at	Q6P8Q3	Mus musculus	similar to Myocyte enhancer factor 2A; myocyte enhancer factor 2A
1452347_at	Q4VA09	Mus musculus	similar to Myocyte enhancer factor 2A; myocyte enhancer factor 2A
1452347_at	Q60929	Mus musculus	similar to Myocyte enhancer factor 2A; myocyte enhancer factor 2A
1451427_a_at	Q6XD35	Mus musculus	EGF-like domain 7
1451427_a_at	A2AI26	Mus musculus	EGF-like domain 7
1451427_a_at	A2AI25	Mus musculus	EGF-like domain 7
1451427_a_at	A2BHS7	Mus musculus	EGF-like domain 7
1451427_a_at	A2BHS6	Mus musculus	EGF-like domain 7
1451427_a_at	Q3UTJ7	Mus musculus	EGF-like domain 7
1451427_a_at	A2BHS5	Mus musculus	EGF-like domain 7
1451427_a_at	Q9DCP5	Mus musculus	EGF-like domain 7
1451427_a_at	Q9QXT5	Mus musculus	EGF-like domain 7
1452541_at	Q80UE5	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q8C928	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q80UE3	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q80UE4	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q9EPM7	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q9EPM8	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	O70318	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q8CGJ6	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q3UNQ6	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q8BSR4	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q811B2	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q811C0	Mus musculus	erythrocyte protein band 4.1-like 2
1452541_at	Q7TPN6	Mus musculus	erythrocyte protein band 4.1-like 2
1422860_at	Q9D3P9	Mus musculus	neurotensin
1452456_at	Q14BZ2	Mus musculus	nuclear receptor interacting protein 2
1452456_at	Q3U0V7	Mus musculus	nuclear receptor interacting protein 2
1452456_at	Q9JHR9	Mus musculus	nuclear receptor interacting protein 2
1452456_at	Q52KR0	Mus musculus	nuclear receptor interacting protein 2
1452456_at	Q3UYH0	Mus musculus	nuclear receptor interacting protein 2
1449290_at	Q9EQF6	Mus musculus	dihydropyrimidinase-like 5
1449290_at	Q3SYJ1	Mus musculus	dihydropyrimidinase-like 5
1456228_x_at	Q99KE4	Mus musculus	myelin basic protein
1456228_x_at	Q03139	Mus musculus	myelin basic protein
1456228_x_at	Q61836	Mus musculus	myelin basic protein
1456228_x_at	P04370	Mus musculus	myelin basic protein
1456228_x_at	Q542T4	Mus musculus	myelin basic protein
1456228_x_at	Q61837	Mus musculus	myelin basic protein
1456228_x_at	Q3UGF3	Mus musculus	myelin basic protein
1456228_x_at	Q03176	Mus musculus	myelin basic protein
1456228_x_at	Q09J72	Mus musculus	myelin basic protein
1456228_x_at	Q9QWP1	Mus musculus	myelin basic protein
1456228_x_at	Q5D096	Mus musculus	myelin basic protein
1456228_x_at	Q01585	Mus musculus	myelin basic protein
1459990_at	Q6NZR6	Mus musculus	discoidin domain receptor family, member 1
1459990_at	Q544T2	Mus musculus	discoidin domain receptor family, member 1
1459990_at	B0V2H6	Mus musculus	discoidin domain receptor family, member 1
1459990_at	O35407	Mus musculus	discoidin domain receptor family, member 1
1459990_at	Q05BN5	Mus musculus	discoidin domain receptor family, member 1
1459990_at	Q03146	Mus musculus	discoidin domain receptor family, member 1
AFFX-b-ActinMur/M12481_M_at	P70514	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3U804	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	O89054	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3UBP6	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3TI89	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q64316	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3U5R4	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q11211	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3UGS0	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q99NC5	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	P02570	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	P99021	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3TVP6	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3UBQ4	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3UCF8	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	A1E281	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q6ZWM3	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q6IWE2	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	B2RRX1	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3UA89	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q61276	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	P60710	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3UAA9	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3UAF7	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3UAF6	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3TIJ9	Mus musculus	actin, beta
AFFX-b-ActinMur/M12481_M_at	Q3U939	Mus musculus	actin, beta
1451675_a_at	P08680	Mus musculus	aminolevulinic acid synthase 2, erythroid
1451675_a_at	A2AFM1	Mus musculus	aminolevulinic acid synthase 2, erythroid
1451675_a_at	A2AFM0	Mus musculus	aminolevulinic acid synthase 2, erythroid
1451675_a_at	Q9DCN0	Mus musculus	aminolevulinic acid synthase 2, erythroid
1451675_a_at	Q3TNI1	Mus musculus	aminolevulinic acid synthase 2, erythroid
1451675_a_at	Q64452	Mus musculus	aminolevulinic acid synthase 2, erythroid
1451675_a_at	Q8R1G3	Mus musculus	aminolevulinic acid synthase 2, erythroid
1451675_a_at	Q3TA47	Mus musculus	aminolevulinic acid synthase 2, erythroid
1451428_x_at	Q6XD35	Mus musculus	EGF-like domain 7
1451428_x_at	A2AI26	Mus musculus	EGF-like domain 7
1451428_x_at	A2AI25	Mus musculus	EGF-like domain 7
1451428_x_at	A2BHS7	Mus musculus	EGF-like domain 7
1451428_x_at	A2BHS6	Mus musculus	EGF-like domain 7
1451428_x_at	Q3UTJ7	Mus musculus	EGF-like domain 7
1451428_x_at	A2BHS5	Mus musculus	EGF-like domain 7
1451428_x_at	Q9DCP5	Mus musculus	EGF-like domain 7
1451428_x_at	Q9QXT5	Mus musculus	EGF-like domain 7
1451261_s_at	Q8R0L1	Mus musculus	signal transducing adaptor family member 2
1451261_s_at	Q8BWS2	Mus musculus	signal transducing adaptor family member 2
1431375_s_at	Q8C5R4	Mus musculus	parvin, alpha
1431375_s_at	Q9EPC1	Mus musculus	parvin, alpha
1431375_s_at	Q9JJ65	Mus musculus	parvin, alpha
1431375_s_at	Q3UF75	Mus musculus	parvin, alpha
1451425_a_at	Q9QXP6	Mus musculus	makorin, ring finger protein, 1
1451425_a_at	Q8C5B6	Mus musculus	makorin, ring finger protein, 1
1451425_a_at	Q8C5V4	Mus musculus	makorin, ring finger protein, 1
1451425_a_at	Q99LD7	Mus musculus	makorin, ring finger protein, 1
1451425_a_at	Q5KU40	Mus musculus	makorin, ring finger protein, 1
1451425_a_at	Q9DB86	Mus musculus	makorin, ring finger protein, 1
1425532_a_at	O08539	Mus musculus	bridging integrator 1
1425532_a_at	Q8C5M9	Mus musculus	bridging integrator 1
1425532_a_at	Q62434	Mus musculus	bridging integrator 1
1425532_a_at	Q6P1B9	Mus musculus	bridging integrator 1
1460719_a_at	Q91WI3	Mus musculus	purinergic receptor P2X, ligand-gated ion channel, 1
1460719_a_at	P51576	Mus musculus	purinergic receptor P2X, ligand-gated ion channel, 1
1460719_a_at	B2KG89	Mus musculus	purinergic receptor P2X, ligand-gated ion channel, 1
1460719_a_at	Q5SRU4	Mus musculus	purinergic receptor P2X, ligand-gated ion channel, 1
1450981_at	Q08093	Mus musculus	calponin 2
1450981_at	Q922F8	Mus musculus	calponin 2
1450981_at	Q543F3	Mus musculus	calponin 2
1419311_at	Q80WA9	Mus musculus	tripartite motif-containing 10
1419311_at	Q9CY03	Mus musculus	tripartite motif-containing 10
1419311_at	Q9WUH5	Mus musculus	tripartite motif-containing 10
1450142_a_at	Q8C162	Mus musculus	caspase recruitment domain family, member 14
1450142_a_at	B1ATD8	Mus musculus	caspase recruitment domain family, member 14
1450142_a_at	Q99KF0	Mus musculus	caspase recruitment domain family, member 14
1448468_a_at	Q61763	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 1
1448468_a_at	P97380	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 1
1448468_a_at	P63143	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 1
1448468_a_at	Q9D5E9	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 1
1448468_a_at	Q91WM5	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 1
1448468_a_at	Q63277	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 1
1448468_a_at	Q8CD65	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 1
1448468_a_at	Q3U6C5	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, beta member 1
1456629_at	Q6P8V1	Mus musculus	KN motif and ankyrin repeat domains 3
1456629_at	Q9Z1P7	Mus musculus	KN motif and ankyrin repeat domains 3
1456629_at	Q3V260	Mus musculus	KN motif and ankyrin repeat domains 3
1455180_at	Q3UIJ9	Mus musculus	GRINL1A complex locus
1455180_at	B2RT00	Mus musculus	GRINL1A complex locus
1455265_a_at	O09091	Mus musculus	regulator of G-protein signaling 16
1455265_a_at	P97428	Mus musculus	regulator of G-protein signaling 16
1455265_a_at	Q542U0	Mus musculus	regulator of G-protein signaling 16
1455265_a_at	Q7TNU9	Mus musculus	regulator of G-protein signaling 16
1455265_a_at	Q80V16	Mus musculus	regulator of G-protein signaling 16
1455265_a_at	P97420	Mus musculus	regulator of G-protein signaling 16
1418620_at	Q62066	Mus musculus	paired-like homeobox 2a
1454610_at	Q3UNN1	Mus musculus	septin 7
1454610_at	O55131	Mus musculus	septin 7
1454610_at	Q8C2A3	Mus musculus	septin 7
1454610_at	Q3UGE0	Mus musculus	septin 7
1454610_at	Q8C752	Mus musculus	septin 7
1454610_at	Q5DTS3	Mus musculus	septin 7
1452545_a_at	Q61126	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q8BTU0	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q8BUD1	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q60993	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q3TWH6	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q8BY44	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q8BVU1	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q3TIW5	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	P09055	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1454783_at	Q8C1Z3	Mus musculus	interleukin 13 receptor, alpha 1
1454783_at	O09030	Mus musculus	interleukin 13 receptor, alpha 1
1454783_at	Q8BNM4	Mus musculus	interleukin 13 receptor, alpha 1
1454783_at	Q8VDP7	Mus musculus	interleukin 13 receptor, alpha 1
1454783_at	Q7TT27	Mus musculus	interleukin 13 receptor, alpha 1
1454783_at	Q3UPQ9	Mus musculus	interleukin 13 receptor, alpha 1
1454783_at	A2A417	Mus musculus	interleukin 13 receptor, alpha 1
