From	To	Species	Gene Name
1452384_at	Q148B3	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1452384_at	Q4FZF8	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1452384_at	Q6DYE8	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1452384_at	Q99K07	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1452384_at	Q91VZ7	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1425505_at	B1B1A8	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q924D2	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q8K026	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q8CIY5	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q8CIY6	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q8BJ10	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q80YN8	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q80YN7	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q9ERD3	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q6PDN3	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q80UX0	Mus musculus	myosin, light polypeptide kinase
1425505_at	Q3TSJ7	Mus musculus	myosin, light polypeptide kinase
1452347_at	Q3V155	Mus musculus	similar to Myocyte enhancer factor 2A; myocyte enhancer factor 2A
1452347_at	Q6P8Q3	Mus musculus	similar to Myocyte enhancer factor 2A; myocyte enhancer factor 2A
1452347_at	Q4VA09	Mus musculus	similar to Myocyte enhancer factor 2A; myocyte enhancer factor 2A
1452347_at	Q60929	Mus musculus	similar to Myocyte enhancer factor 2A; myocyte enhancer factor 2A
1431339_a_at	Q8C845	Mus musculus	similar to EF hand domain containing 2; EF hand domain containing 2
1431339_a_at	Q9D8Y0	Mus musculus	similar to EF hand domain containing 2; EF hand domain containing 2
1431339_a_at	Q9D0P4	Mus musculus	similar to EF hand domain containing 2; EF hand domain containing 2
1421028_a_at	Q9QW20	Mus musculus	myocyte enhancer factor 2C
1421028_a_at	Q8CFN5	Mus musculus	myocyte enhancer factor 2C
1421028_a_at	Q3V1B5	Mus musculus	myocyte enhancer factor 2C
1421028_a_at	Q9D7L0	Mus musculus	myocyte enhancer factor 2C
1421028_a_at	Q8R0H1	Mus musculus	myocyte enhancer factor 2C
1421028_a_at	Q8C895	Mus musculus	myocyte enhancer factor 2C
1422831_at	Q60789	Mus musculus	similar to fibrillin 2; fibrillin 2
1422831_at	Q63957	Mus musculus	similar to fibrillin 2; fibrillin 2
1422831_at	Q61555	Mus musculus	similar to fibrillin 2; fibrillin 2
1422831_at	Q571J3	Mus musculus	similar to fibrillin 2; fibrillin 2
1460219_at	Q3ZB61	Mus musculus	myelin-associated glycoprotein
1460219_at	P20917	Mus musculus	myelin-associated glycoprotein
1460219_at	Q3ZB60	Mus musculus	myelin-associated glycoprotein
1460219_at	Q3ZB62	Mus musculus	myelin-associated glycoprotein
1460219_at	Q3T1F6	Mus musculus	myelin-associated glycoprotein
1460219_at	Q9CW70	Mus musculus	myelin-associated glycoprotein
1460219_at	Q6LBU4	Mus musculus	myelin-associated glycoprotein
1460219_at	P16880	Mus musculus	myelin-associated glycoprotein
1424768_at	Q3TUS1	Mus musculus	caldesmon 1
1424768_at	Q7TMN5	Mus musculus	caldesmon 1
1424768_at	Q3UGC3	Mus musculus	caldesmon 1
1424768_at	Q8VD79	Mus musculus	caldesmon 1
1424768_at	Q8VCQ8	Mus musculus	caldesmon 1
1431099_at	P23463	Mus musculus	homeo box D8
1431099_at	A2ASN0	Mus musculus	homeo box D8
1431099_at	Q9CUH8	Mus musculus	homeo box D8
1431099_at	A2ASN2	Mus musculus	homeo box D8
1431099_at	A2ASN1	Mus musculus	homeo box D8
1431099_at	Q9CUQ8	Mus musculus	homeo box D8
1425359_at	Q3TQ65	Mus musculus	mal, T-cell differentiation protein-like
1425359_at	A2APR9	Mus musculus	mal, T-cell differentiation protein-like
1425359_at	Q91X49	Mus musculus	mal, T-cell differentiation protein-like
1448797_at	Q62346	Mus musculus	ELK3, member of ETS oncogene family
1448797_at	P41971	Mus musculus	ELK3, member of ETS oncogene family
1448797_at	Q7TMT9	Mus musculus	ELK3, member of ETS oncogene family
1448797_at	Q8BWH1	Mus musculus	ELK3, member of ETS oncogene family
1448797_at	Q7TNT9	Mus musculus	ELK3, member of ETS oncogene family
1448797_at	P97747	Mus musculus	ELK3, member of ETS oncogene family
1448797_at	Q91W17	Mus musculus	ELK3, member of ETS oncogene family
1448797_at	A9L8S9	Mus musculus	ELK3, member of ETS oncogene family
1448797_at	Q3UZH4	Mus musculus	ELK3, member of ETS oncogene family
1436344_at	Q3UP20	Mus musculus	C2 calcium-dependent domain containing 2
1436344_at	Q5DTR6	Mus musculus	C2 calcium-dependent domain containing 2
1436344_at	Q8CHZ7	Mus musculus	C2 calcium-dependent domain containing 2
1436344_at	Q3TE01	Mus musculus	C2 calcium-dependent domain containing 2
1436344_at	Q80XM8	Mus musculus	C2 calcium-dependent domain containing 2
1416405_at	Q3TNY9	Mus musculus	biglycan
1416405_at	Q6PG76	Mus musculus	biglycan
1416405_at	Q3UXK8	Mus musculus	biglycan
1416405_at	Q3TAF9	Mus musculus	biglycan
1416405_at	Q7TMW3	Mus musculus	biglycan
1416405_at	Q61355	Mus musculus	biglycan
1416405_at	P28653	Mus musculus	biglycan
1450217_at	Q9JIL2	Mus musculus	chemokine (C-C motif) ligand 28
1434180_at	A6X940	Mus musculus	fermitin family homolog 2 (Drosophila)
1434180_at	A6X941	Mus musculus	fermitin family homolog 2 (Drosophila)
1434180_at	Q3TLE2	Mus musculus	fermitin family homolog 2 (Drosophila)
1434180_at	Q8CIB5	Mus musculus	fermitin family homolog 2 (Drosophila)
1434180_at	Q3UMA4	Mus musculus	fermitin family homolog 2 (Drosophila)
1434180_at	Q8K035	Mus musculus	fermitin family homolog 2 (Drosophila)
1434180_at	Q8C542	Mus musculus	fermitin family homolog 2 (Drosophila)
1425532_a_at	O08539	Mus musculus	bridging integrator 1
1425532_a_at	Q8C5M9	Mus musculus	bridging integrator 1
1425532_a_at	Q62434	Mus musculus	bridging integrator 1
1425532_a_at	Q6P1B9	Mus musculus	bridging integrator 1
1439260_a_at	Q148B3	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1439260_a_at	Q4FZF8	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1439260_a_at	Q6DYE8	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1439260_a_at	Q99K07	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1439260_a_at	Q91VZ7	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 3
1426731_at	P31001	Mus musculus	desmin
1426731_at	Q3V2C6	Mus musculus	desmin
1426731_at	Q9JJY2	Mus musculus	desmin
1426731_at	Q3V1K9	Mus musculus	desmin
1448590_at	Q8BT34	Mus musculus	collagen, type VI, alpha 1
1448590_at	Q8C6Y0	Mus musculus	collagen, type VI, alpha 1
1448590_at	B0LAD9	Mus musculus	collagen, type VI, alpha 1
1448590_at	Q99LW4	Mus musculus	collagen, type VI, alpha 1
1448590_at	Q04857	Mus musculus	collagen, type VI, alpha 1
1416762_at	Q3UF30	Mus musculus	S100 calcium binding protein A10 (calpactin)
1416762_at	Q3TC45	Mus musculus	S100 calcium binding protein A10 (calpactin)
1416762_at	P08207	Mus musculus	S100 calcium binding protein A10 (calpactin)
1426734_at	Q8R231	Mus musculus	family with sequence similarity 43, member A
1426734_at	Q8BUP8	Mus musculus	family with sequence similarity 43, member A
1426734_at	Q3UUV3	Mus musculus	family with sequence similarity 43, member A
1426734_at	A4FTY9	Mus musculus	family with sequence similarity 43, member A
1423253_at	P27573	Mus musculus	myelin protein zero
1423253_at	Q542C9	Mus musculus	myelin protein zero
1421442_at	P35917	Mus musculus	FMS-like tyrosine kinase 4
1421442_at	Q5JCS5	Mus musculus	FMS-like tyrosine kinase 4
1421442_at	Q5SU94	Mus musculus	FMS-like tyrosine kinase 4
1452545_a_at	Q61126	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q8BTU0	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q8BUD1	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q60993	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q3TWH6	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q8BY44	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q8BVU1	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	Q3TIW5	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1452545_a_at	P09055	Mus musculus	integrin beta 1 (fibronectin receptor beta)
1425751_at	Q8VDE6	Mus musculus	cDNA sequence BC014805
1425751_at	Q91WJ2	Mus musculus	cDNA sequence BC014805
1425254_at	Q3V2Y1	Mus musculus	forkhead box N4
1425254_at	Q0VGP0	Mus musculus	forkhead box N4
1425254_at	Q920C0	Mus musculus	forkhead box N4
1425254_at	Q8K3Q3	Mus musculus	forkhead box N4
1423059_at	O08578	Mus musculus	PTK2 protein tyrosine kinase 2
1423059_at	Q2VQT9	Mus musculus	PTK2 protein tyrosine kinase 2
1423059_at	Q8CFH7	Mus musculus	PTK2 protein tyrosine kinase 2
1423059_at	Q9DAW3	Mus musculus	PTK2 protein tyrosine kinase 2
1423059_at	Q8C513	Mus musculus	PTK2 protein tyrosine kinase 2
1423059_at	Q8K2S0	Mus musculus	PTK2 protein tyrosine kinase 2
1423059_at	Q5DTH7	Mus musculus	PTK2 protein tyrosine kinase 2
1423059_at	Q8CHM2	Mus musculus	PTK2 protein tyrosine kinase 2
1423059_at	P34152	Mus musculus	PTK2 protein tyrosine kinase 2
1423914_at	Q80UF8	Mus musculus	hypothetical protein LOC100043986; RIKEN cDNA C630004H02 gene
1423914_at	A2A6T0	Mus musculus	hypothetical protein LOC100043986; RIKEN cDNA C630004H02 gene
1423914_at	Q8C8V6	Mus musculus	hypothetical protein LOC100043986; RIKEN cDNA C630004H02 gene
1423914_at	Q8R1F6	Mus musculus	hypothetical protein LOC100043986; RIKEN cDNA C630004H02 gene
1423914_at	Q8C7D7	Mus musculus	hypothetical protein LOC100043986; RIKEN cDNA C630004H02 gene
1423914_at	Q3UU20	Mus musculus	hypothetical protein LOC100043986; RIKEN cDNA C630004H02 gene
1423914_at	A2A6S8	Mus musculus	hypothetical protein LOC100043986; RIKEN cDNA C630004H02 gene
1418698_a_at	Q8C3V7	Mus musculus	ferrochelatase
1418698_a_at	P22315	Mus musculus	ferrochelatase
1418698_a_at	Q91W09	Mus musculus	ferrochelatase
1418698_a_at	Q544X6	Mus musculus	ferrochelatase
1418698_a_at	Q4QRK2	Mus musculus	ferrochelatase
1418698_a_at	Q3UC49	Mus musculus	ferrochelatase
1451316_a_at	Q8R0A9	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1451316_a_at	Q3TD51	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1451316_a_at	Q921L0	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1451316_a_at	Q811P1	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1451316_a_at	Q7M6Y3	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1451316_a_at	Q570Z8	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1451316_a_at	Q8VDN5	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1451316_a_at	Q8CIH8	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1451316_a_at	Q3TS04	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1451316_a_at	Q8R3E1	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1451316_a_at	Q8BUF6	Mus musculus	phosphatidylinositol binding clathrin assembly protein
1452202_at	Q3TYU3	Mus musculus	phosphodiesterase 2A, cGMP-stimulated
1452202_at	Q3TCR8	Mus musculus	phosphodiesterase 2A, cGMP-stimulated
1452202_at	Q3TD37	Mus musculus	phosphodiesterase 2A, cGMP-stimulated
1452202_at	Q8K2U1	Mus musculus	phosphodiesterase 2A, cGMP-stimulated
1452202_at	Q3TYK5	Mus musculus	phosphodiesterase 2A, cGMP-stimulated
1452202_at	Q3TY50	Mus musculus	phosphodiesterase 2A, cGMP-stimulated
1452202_at	Q3TXZ6	Mus musculus	phosphodiesterase 2A, cGMP-stimulated
1452202_at	Q922S4	Mus musculus	phosphodiesterase 2A, cGMP-stimulated
1452202_at	Q5PR72	Mus musculus	phosphodiesterase 2A, cGMP-stimulated
1450004_at	Q9JIE6	Mus musculus	thymic stromal lymphopoietin
1431082_a_at	Q9D0M6	Mus musculus	RAB, member of RAS oncogene family-like 3
1431082_a_at	Q8BMU2	Mus musculus	RAB, member of RAS oncogene family-like 3
1431082_a_at	Q9D4V7	Mus musculus	RAB, member of RAS oncogene family-like 3
1448594_at	O54775	Mus musculus	WNT1 inducible signaling pathway protein 1
1448594_at	Q80ZL1	Mus musculus	WNT1 inducible signaling pathway protein 1
1448594_at	Q3UFJ5	Mus musculus	WNT1 inducible signaling pathway protein 1
1417788_at	Q9Z0F7	Mus musculus	synuclein, gamma
1417788_at	Q5GQ64	Mus musculus	synuclein, gamma
1449037_at	Q3TTH6	Mus musculus	cAMP responsive element modulator
1449037_at	Q9CQ87	Mus musculus	cAMP responsive element modulator
1449037_at	Q63925	Mus musculus	cAMP responsive element modulator
1449037_at	Q99NS9	Mus musculus	cAMP responsive element modulator
1449037_at	Q9D4U3	Mus musculus	cAMP responsive element modulator
1449037_at	Q5XTP8	Mus musculus	cAMP responsive element modulator
1449037_at	Q5XTP9	Mus musculus	cAMP responsive element modulator
1449037_at	Q5XTQ3	Mus musculus	cAMP responsive element modulator
1449037_at	Q5XTQ2	Mus musculus	cAMP responsive element modulator
1449037_at	Q99JF1	Mus musculus	cAMP responsive element modulator
1449037_at	Q5XTQ1	Mus musculus	cAMP responsive element modulator
1449037_at	Q5XTQ0	Mus musculus	cAMP responsive element modulator
1449037_at	Q78Z98	Mus musculus	cAMP responsive element modulator
1449037_at	Q9D599	Mus musculus	cAMP responsive element modulator
1449037_at	P27699	Mus musculus	cAMP responsive element modulator
1449037_at	P27698	Mus musculus	cAMP responsive element modulator
1418402_at	Q80UF6	Mus musculus	a disintegrin and metallopeptidase domain 19 (meltrin beta); similar to metalloprotease-disintegrin meltrin beta
1418402_at	O35674	Mus musculus	a disintegrin and metallopeptidase domain 19 (meltrin beta); similar to metalloprotease-disintegrin meltrin beta
1418402_at	Q3UH67	Mus musculus	a disintegrin and metallopeptidase domain 19 (meltrin beta); similar to metalloprotease-disintegrin meltrin beta
1418402_at	Q3UHT3	Mus musculus	a disintegrin and metallopeptidase domain 19 (meltrin beta); similar to metalloprotease-disintegrin meltrin beta
1418402_at	Q14BL7	Mus musculus	a disintegrin and metallopeptidase domain 19 (meltrin beta); similar to metalloprotease-disintegrin meltrin beta
1417963_at	P55065	Mus musculus	phospholipid transfer protein
1417963_at	Q3UE59	Mus musculus	phospholipid transfer protein
1417963_at	A2A5K3	Mus musculus	phospholipid transfer protein
1417963_at	Q99L70	Mus musculus	phospholipid transfer protein
1417963_at	A2A5K2	Mus musculus	phospholipid transfer protein
1417963_at	A2A5K4	Mus musculus	phospholipid transfer protein
1417963_at	Q4FJT5	Mus musculus	phospholipid transfer protein
1417963_at	Q3UFS5	Mus musculus	phospholipid transfer protein
1418616_at	Q60600	Mus musculus	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)
1418616_at	Q3U568	Mus musculus	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)
1418616_at	Q61827	Mus musculus	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)
1418616_at	Q3UP84	Mus musculus	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)
1421834_at	O70335	Mus musculus	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta; similar to phosphatidylinositol 4-phosphate 5-kinase type I-alpha
1421834_at	Q8JZY6	Mus musculus	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta; similar to phosphatidylinositol 4-phosphate 5-kinase type I-alpha
1421834_at	P70181	Mus musculus	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta; similar to phosphatidylinositol 4-phosphate 5-kinase type I-alpha
1421287_a_at	Q922E0	Mus musculus	platelet/endothelial cell adhesion molecule 1
1421287_a_at	Q8K4F4	Mus musculus	platelet/endothelial cell adhesion molecule 1
1421287_a_at	B1ARB1	Mus musculus	platelet/endothelial cell adhesion molecule 1
1421287_a_at	Q3TES6	Mus musculus	platelet/endothelial cell adhesion molecule 1
1421287_a_at	Q08481	Mus musculus	platelet/endothelial cell adhesion molecule 1
1421287_a_at	B1ARB2	Mus musculus	platelet/endothelial cell adhesion molecule 1
1421287_a_at	Q8CAW4	Mus musculus	platelet/endothelial cell adhesion molecule 1
1435148_at	Q3UR55	Mus musculus	ATPase, Na+/K+ transporting, beta 2 polypeptide
1435148_at	P14231	Mus musculus	ATPase, Na+/K+ transporting, beta 2 polypeptide
1421964_at	B0V2W1	Mus musculus	Notch gene homolog 3 (Drosophila)
1421964_at	Q61982	Mus musculus	Notch gene homolog 3 (Drosophila)
1418448_at	Q3U1N3	Mus musculus	Harvey rat sarcoma oncogene, subgroup R
1418448_at	P10833	Mus musculus	Harvey rat sarcoma oncogene, subgroup R
1424482_at	Q9ES27	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1424482_at	Q6XPA5	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1424482_at	O08757	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1424482_at	Q3UTS5	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1424482_at	Q8C750	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1424482_at	Q9ES28	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1424482_at	Q91ZZ6	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1424482_at	Q6ZQI5	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)
1421507_at	Q8VBV9	Mus musculus	olfactory receptor 78
1427858_at	P01631	Mus musculus	immunoglobulin kappa chain variable 1-117
1419300_at	P35969	Mus musculus	FMS-like tyrosine kinase 1
1419300_at	O55095	Mus musculus	FMS-like tyrosine kinase 1
1419300_at	Q9DAV2	Mus musculus	FMS-like tyrosine kinase 1
1419300_at	Q78ZF4	Mus musculus	FMS-like tyrosine kinase 1
1419300_at	O55094	Mus musculus	FMS-like tyrosine kinase 1
1419300_at	Q3TJC1	Mus musculus	FMS-like tyrosine kinase 1
1419300_at	Q61517	Mus musculus	FMS-like tyrosine kinase 1
1419300_at	Q9CW58	Mus musculus	FMS-like tyrosine kinase 1
1419300_at	Q8K1H4	Mus musculus	FMS-like tyrosine kinase 1
1419300_at	Q9CSC8	Mus musculus	FMS-like tyrosine kinase 1
1419300_at	Q5GRG7	Mus musculus	FMS-like tyrosine kinase 1
1421331_at	Q5NCR0	Mus musculus	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
1421331_at	Q9QZS6	Mus musculus	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
1421331_at	Q3TA92	Mus musculus	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
1448990_a_at	Q3TTZ3	Mus musculus	myosin IB
1448990_a_at	Q91ZI6	Mus musculus	myosin IB
1448990_a_at	Q80VD8	Mus musculus	myosin IB
1448990_a_at	Q3UEQ4	Mus musculus	myosin IB
1448990_a_at	P70244	Mus musculus	myosin IB
1448990_a_at	P46735	Mus musculus	myosin IB
1448990_a_at	Q3TEP4	Mus musculus	myosin IB
1448990_a_at	Q7TQD7	Mus musculus	myosin IB
1434380_at	Q29RG2	Mus musculus	guanylate binding protein 6
1434380_at	Q7TMV8	Mus musculus	guanylate binding protein 6
1434380_at	Q05DL4	Mus musculus	guanylate binding protein 6
1434380_at	Q78UK8	Mus musculus	guanylate binding protein 6
1434380_at	Q6KAN1	Mus musculus	guanylate binding protein 6
1434380_at	Q6ZQL8	Mus musculus	guanylate binding protein 6
1434380_at	Q8BU48	Mus musculus	guanylate binding protein 6
1434380_at	Q6PEN2	Mus musculus	guanylate binding protein 6
1434380_at	Q3U8G5	Mus musculus	guanylate binding protein 6
1434380_at	Q91Z40	Mus musculus	guanylate binding protein 6
1434380_at	Q2M1J9	Mus musculus	guanylate binding protein 6
1434380_at	Q000W5	Mus musculus	guanylate binding protein 6
1449852_a_at	Q1MWP8	Mus musculus	EH-domain containing 4
1449852_a_at	Q1MWP9	Mus musculus	EH-domain containing 4
1449852_a_at	Q9EQP2	Mus musculus	EH-domain containing 4
1449852_a_at	Q3TM70	Mus musculus	EH-domain containing 4
1449852_a_at	Q3TWP9	Mus musculus	EH-domain containing 4
1449852_a_at	Q91VL7	Mus musculus	EH-domain containing 4
1449852_a_at	Q3TQ74	Mus musculus	EH-domain containing 4
1418511_at	Q9D2B6	Mus musculus	dermatopontin
1418511_at	Q9QZZ6	Mus musculus	dermatopontin
1427888_a_at	P16546	Mus musculus	spectrin alpha 2
1427888_a_at	Q3TNY2	Mus musculus	spectrin alpha 2
1427888_a_at	Q58ES7	Mus musculus	spectrin alpha 2
1427888_a_at	A3KGU4	Mus musculus	spectrin alpha 2
1427888_a_at	Q9CT05	Mus musculus	spectrin alpha 2
1427888_a_at	A3KGU6	Mus musculus	spectrin alpha 2
1427888_a_at	Q8K380	Mus musculus	spectrin alpha 2
1427888_a_at	A3KGU5	Mus musculus	spectrin alpha 2
1427888_a_at	A3KGU7	Mus musculus	spectrin alpha 2
1427888_a_at	A3KGU8	Mus musculus	spectrin alpha 2
1427888_a_at	Q3URW8	Mus musculus	spectrin alpha 2
1427888_a_at	A3KGU9	Mus musculus	spectrin alpha 2
1427888_a_at	Q3TYI8	Mus musculus	spectrin alpha 2
1427888_a_at	Q3V1V5	Mus musculus	spectrin alpha 2
1427888_a_at	B2RXX6	Mus musculus	spectrin alpha 2
1427888_a_at	Q6PA04	Mus musculus	spectrin alpha 2
1426273_at	Q9JIT0	Mus musculus	limb region 1
1426273_at	Q91WC6	Mus musculus	limb region 1
1426273_at	Q9JIS9	Mus musculus	limb region 1
1426273_at	Q8BMZ2	Mus musculus	limb region 1
1426273_at	Q766D0	Mus musculus	limb region 1
1451975_at	Q9D5Z1	Mus musculus	predicted gene 12579; RIKEN cDNA 2810453I06 gene; hypothetical LOC674122; predicted gene 6036
1451975_at	Q99JV7	Mus musculus	predicted gene 12579; RIKEN cDNA 2810453I06 gene; hypothetical LOC674122; predicted gene 6036
1451975_at	B2RVG9	Mus musculus	predicted gene 12579; RIKEN cDNA 2810453I06 gene; hypothetical LOC674122; predicted gene 6036
1451975_at	Q5U425	Mus musculus	predicted gene 12579; RIKEN cDNA 2810453I06 gene; hypothetical LOC674122; predicted gene 6036
1451975_at	Q91X57	Mus musculus	predicted gene 12579; RIKEN cDNA 2810453I06 gene; hypothetical LOC674122; predicted gene 6036
1451975_at	Q3ZN08	Mus musculus	predicted gene 12579; RIKEN cDNA 2810453I06 gene; hypothetical LOC674122; predicted gene 6036
1451975_at	Q8BPE1	Mus musculus	predicted gene 12579; RIKEN cDNA 2810453I06 gene; hypothetical LOC674122; predicted gene 6036
1451975_at	Q3TNG1	Mus musculus	predicted gene 12579; RIKEN cDNA 2810453I06 gene; hypothetical LOC674122; predicted gene 6036
1449429_at	Q80YE1	Mus musculus	FK506 binding protein 1b
1449429_at	A9E3L2	Mus musculus	FK506 binding protein 1b
1449429_at	Q810R7	Mus musculus	FK506 binding protein 1b
1449429_at	Q9Z2I2	Mus musculus	FK506 binding protein 1b
1424653_at	Q3TA07	Mus musculus	tetraspanin 15
1416431_at	Q3U9U3	Mus musculus	tubulin, beta 6
1416431_at	Q922F4	Mus musculus	tubulin, beta 6
1416431_at	Q3UMM1	Mus musculus	tubulin, beta 6
1416431_at	Q9CUN8	Mus musculus	tubulin, beta 6
