From	To	Species	Gene Name
1425468_at	A2AEB1	Mus musculus	proteolipid protein (myelin) 1
1425468_at	Q9WUS9	Mus musculus	proteolipid protein (myelin) 1
1425468_at	P60202	Mus musculus	proteolipid protein (myelin) 1
1425468_at	P06905	Mus musculus	proteolipid protein (myelin) 1
1425468_at	Q9Z1H2	Mus musculus	proteolipid protein (myelin) 1
1425468_at	Q62079	Mus musculus	proteolipid protein (myelin) 1
1425468_at	Q3UYM8	Mus musculus	proteolipid protein (myelin) 1
1417929_at	Q9QXW9	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8
1448737_at	Q8R0Q6	Mus musculus	tetraspanin 7
1448737_at	Q62283	Mus musculus	tetraspanin 7
1448737_at	Q9DBS3	Mus musculus	tetraspanin 7
1448737_at	Q6PDN6	Mus musculus	tetraspanin 7
1448737_at	Q3UHG5	Mus musculus	tetraspanin 7
1448737_at	B1AUD0	Mus musculus	tetraspanin 7
1448737_at	O88429	Mus musculus	tetraspanin 7
1419168_at	Q8C8P0	Mus musculus	similar to Mitogen-activated protein kinase 6 (Extracellular signal-regulated kinase 3) (ERK-3); predicted gene 2587; mitogen-activated protein kinase 6; similar to Mapk6 protein
1419168_at	Q8R3S3	Mus musculus	similar to Mitogen-activated protein kinase 6 (Extracellular signal-regulated kinase 3) (ERK-3); predicted gene 2587; mitogen-activated protein kinase 6; similar to Mapk6 protein
1419168_at	Q7TT30	Mus musculus	similar to Mitogen-activated protein kinase 6 (Extracellular signal-regulated kinase 3) (ERK-3); predicted gene 2587; mitogen-activated protein kinase 6; similar to Mapk6 protein
1419168_at	Q497T9	Mus musculus	similar to Mitogen-activated protein kinase 6 (Extracellular signal-regulated kinase 3) (ERK-3); predicted gene 2587; mitogen-activated protein kinase 6; similar to Mapk6 protein
1419168_at	Q922U4	Mus musculus	similar to Mitogen-activated protein kinase 6 (Extracellular signal-regulated kinase 3) (ERK-3); predicted gene 2587; mitogen-activated protein kinase 6; similar to Mapk6 protein
1419168_at	Q6YKB0	Mus musculus	similar to Mitogen-activated protein kinase 6 (Extracellular signal-regulated kinase 3) (ERK-3); predicted gene 2587; mitogen-activated protein kinase 6; similar to Mapk6 protein
1419168_at	Q80XH5	Mus musculus	similar to Mitogen-activated protein kinase 6 (Extracellular signal-regulated kinase 3) (ERK-3); predicted gene 2587; mitogen-activated protein kinase 6; similar to Mapk6 protein
1419168_at	Q9JLU6	Mus musculus	similar to Mitogen-activated protein kinase 6 (Extracellular signal-regulated kinase 3) (ERK-3); predicted gene 2587; mitogen-activated protein kinase 6; similar to Mapk6 protein
1419168_at	Q61532	Mus musculus	similar to Mitogen-activated protein kinase 6 (Extracellular signal-regulated kinase 3) (ERK-3); predicted gene 2587; mitogen-activated protein kinase 6; similar to Mapk6 protein
1438167_x_at	Q5SX01	Mus musculus	folliculin
1438167_x_at	Q5SX02	Mus musculus	folliculin
1438167_x_at	Q8QZS3	Mus musculus	folliculin
1438167_x_at	Q3UFZ1	Mus musculus	folliculin
1438167_x_at	Q3U4U8	Mus musculus	folliculin
1438167_x_at	Q8CAC0	Mus musculus	folliculin
1438167_x_at	Q5SWZ2	Mus musculus	folliculin
1438167_x_at	Q8R2T1	Mus musculus	folliculin
1449024_a_at	Q3UCP6	Mus musculus	hexosaminidase A
1449024_a_at	Q3TXV7	Mus musculus	hexosaminidase A
1449024_a_at	Q91XG3	Mus musculus	hexosaminidase A
1449024_a_at	Q3TKF6	Mus musculus	hexosaminidase A
1449024_a_at	P29416	Mus musculus	hexosaminidase A
1449024_a_at	Q3U936	Mus musculus	hexosaminidase A
1449024_a_at	Q64246	Mus musculus	hexosaminidase A
1449024_a_at	Q3TVI2	Mus musculus	hexosaminidase A
1449024_a_at	Q8BNS6	Mus musculus	hexosaminidase A
1449024_a_at	Q3TW10	Mus musculus	hexosaminidase A
1449024_a_at	Q3THQ0	Mus musculus	hexosaminidase A
1448546_at	Q99P51	Mus musculus	Ras association (RalGDS/AF-6) domain family member 3
1448546_at	Q3TJ17	Mus musculus	Ras association (RalGDS/AF-6) domain family member 3
1417700_at	Q9D7E8	Mus musculus	RAB38, member of RAS oncogene family
1417700_at	Q5FW76	Mus musculus	RAB38, member of RAS oncogene family
1417700_at	Q8QZZ8	Mus musculus	RAB38, member of RAS oncogene family
1419545_a_at	Q9D9Z4	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit C1
1419545_a_at	Q3TG21	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit C1
1419545_a_at	Q91Z42	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit C1
1419545_a_at	Q9Z1G3	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit C1
1419810_x_at	Q8QZW8	Mus musculus	Rho GTPase activating protein 9
1419810_x_at	Q8BNN9	Mus musculus	Rho GTPase activating protein 9
1419810_x_at	Q8C8F0	Mus musculus	Rho GTPase activating protein 9
1419810_x_at	Q8C293	Mus musculus	Rho GTPase activating protein 9
1419810_x_at	Q8VDJ7	Mus musculus	Rho GTPase activating protein 9
1419810_x_at	Q1HDU4	Mus musculus	Rho GTPase activating protein 9
1419810_x_at	Q78T58	Mus musculus	Rho GTPase activating protein 9
1419810_x_at	Q3TIR9	Mus musculus	Rho GTPase activating protein 9
1424630_a_at	Q6NV63	Mus musculus	breast cancer 1
1424630_a_at	A2A4Q4	Mus musculus	breast cancer 1
1424630_a_at	Q9Z1D2	Mus musculus	breast cancer 1
1424630_a_at	P48754	Mus musculus	breast cancer 1
1424630_a_at	Q60983	Mus musculus	breast cancer 1
1424630_a_at	Q3UMS5	Mus musculus	breast cancer 1
1424630_a_at	Q99LI1	Mus musculus	breast cancer 1
1424630_a_at	Q60957	Mus musculus	breast cancer 1
1422881_s_at	Q8C749	Mus musculus	synaptophysin-like protein
1422881_s_at	Q8BQI8	Mus musculus	synaptophysin-like protein
1422881_s_at	Q3TVX7	Mus musculus	synaptophysin-like protein
1422881_s_at	O09117	Mus musculus	synaptophysin-like protein
1422881_s_at	Q8BQJ1	Mus musculus	synaptophysin-like protein
1422881_s_at	Q8CDB7	Mus musculus	synaptophysin-like protein
1422881_s_at	Q3U4T9	Mus musculus	synaptophysin-like protein
1427050_at	Q8BL40	Mus musculus	thioredoxin domain containing 16
1427050_at	Q8R2W8	Mus musculus	thioredoxin domain containing 16
1427050_at	Q69ZL5	Mus musculus	thioredoxin domain containing 16
1427050_at	Q7TN22	Mus musculus	thioredoxin domain containing 16
1427050_at	Q9CS82	Mus musculus	thioredoxin domain containing 16
1424293_s_at	Q9CZX7	Mus musculus	transmembrane protein 55A
1424293_s_at	A2AP25	Mus musculus	transmembrane protein 55A
1415806_at	Q91VP2	Mus musculus	plasminogen activator, tissue
1415806_at	Q6P7U0	Mus musculus	plasminogen activator, tissue
1415806_at	P11214	Mus musculus	plasminogen activator, tissue
1452919_a_at	Q9D6Q5	Mus musculus	phosphoglycolate phosphatase
1452919_a_at	Q8CHP8	Mus musculus	phosphoglycolate phosphatase
1452919_a_at	Q9CVY8	Mus musculus	phosphoglycolate phosphatase
1452919_a_at	Q3MI13	Mus musculus	phosphoglycolate phosphatase
1452919_a_at	Q5XK18	Mus musculus	phosphoglycolate phosphatase
1416051_at	Q31144	Mus musculus	complement component 2 (within H-2S)
1416051_at	P21180	Mus musculus	complement component 2 (within H-2S)
1416051_at	O70350	Mus musculus	complement component 2 (within H-2S)
1416051_at	Q792Q3	Mus musculus	complement component 2 (within H-2S)
1437835_a_at	Q8C161	Mus musculus	RIKEN cDNA 0610011L14 gene
1437835_a_at	Q8VBU9	Mus musculus	RIKEN cDNA 0610011L14 gene
1437835_a_at	Q3TM16	Mus musculus	RIKEN cDNA 0610011L14 gene
1437835_a_at	Q3TEN8	Mus musculus	RIKEN cDNA 0610011L14 gene
1437835_a_at	Q9D2V5	Mus musculus	RIKEN cDNA 0610011L14 gene
1439456_x_at	Q9CYN9	Mus musculus	ATPase, H+ transporting, lysosomal accessory protein 2
1439456_x_at	Q1XID4	Mus musculus	ATPase, H+ transporting, lysosomal accessory protein 2
1439456_x_at	Q91YU5	Mus musculus	ATPase, H+ transporting, lysosomal accessory protein 2
1439456_x_at	Q8BVU6	Mus musculus	ATPase, H+ transporting, lysosomal accessory protein 2
1439456_x_at	A2BDN5	Mus musculus	ATPase, H+ transporting, lysosomal accessory protein 2
1449029_at	O08606	Mus musculus	MAP kinase-interacting serine/threonine kinase 2
1449029_at	Q3TPM2	Mus musculus	MAP kinase-interacting serine/threonine kinase 2
1449029_at	Q8CDB0	Mus musculus	MAP kinase-interacting serine/threonine kinase 2
1449029_at	Q75PY0	Mus musculus	MAP kinase-interacting serine/threonine kinase 2
1449029_at	Q9D893	Mus musculus	MAP kinase-interacting serine/threonine kinase 2
1449029_at	A7E2R7	Mus musculus	MAP kinase-interacting serine/threonine kinase 2
1460361_at	Q3TCJ3	Mus musculus	RIKEN cDNA 5033414D02 gene
1460361_at	Q9D3P8	Mus musculus	RIKEN cDNA 5033414D02 gene
1416830_at	Q9JHJ3	Mus musculus	RIKEN cDNA 0610031J06 gene
1416830_at	Q8C6H7	Mus musculus	RIKEN cDNA 0610031J06 gene
1416830_at	Q3UBV7	Mus musculus	RIKEN cDNA 0610031J06 gene
1416830_at	Q3TUF5	Mus musculus	RIKEN cDNA 0610031J06 gene
1431619_a_at	Q80ZN4	Mus musculus	dystrobrevin binding protein 1
1431619_a_at	Q9CY43	Mus musculus	dystrobrevin binding protein 1
1431619_a_at	Q3TWK1	Mus musculus	dystrobrevin binding protein 1
1431619_a_at	Q91WZ8	Mus musculus	dystrobrevin binding protein 1
1431619_a_at	Q6WXQ1	Mus musculus	dystrobrevin binding protein 1
1450779_at	Q4FJK4	Mus musculus	fatty acid binding protein 7, brain
1450779_at	Q5NDA4	Mus musculus	fatty acid binding protein 7, brain
1450779_at	P51880	Mus musculus	fatty acid binding protein 7, brain
1428794_at	Q5DTQ5	Mus musculus	cytospin B
1428794_at	Q8BKR3	Mus musculus	cytospin B
1428794_at	Q3UPB2	Mus musculus	cytospin B
1428794_at	Q5SXY0	Mus musculus	cytospin B
1428794_at	Q8BL39	Mus musculus	cytospin B
1428794_at	Q5SXY1	Mus musculus	cytospin B
1416343_a_at	Q8C876	Mus musculus	lysosomal-associated membrane protein 2
1416343_a_at	A2A430	Mus musculus	lysosomal-associated membrane protein 2
1416343_a_at	Q8C5K0	Mus musculus	lysosomal-associated membrane protein 2
1416343_a_at	Q8BSG8	Mus musculus	lysosomal-associated membrane protein 2
1416343_a_at	Q3TWE1	Mus musculus	lysosomal-associated membrane protein 2
1416343_a_at	P17047	Mus musculus	lysosomal-associated membrane protein 2
1416343_a_at	Q3TXG5	Mus musculus	lysosomal-associated membrane protein 2
1416343_a_at	Q9CZU7	Mus musculus	lysosomal-associated membrane protein 2
1416343_a_at	Q3UIW3	Mus musculus	lysosomal-associated membrane protein 2
1448885_at	P17964	Mus musculus	RAP2B, member of RAS oncogene family
1448885_at	Q96EG5	Mus musculus	RAP2B, member of RAS oncogene family
1448885_at	Q6ZWR0	Mus musculus	RAP2B, member of RAS oncogene family
1448885_at	Q9CXG0	Mus musculus	RAP2B, member of RAS oncogene family
1448885_at	P61226	Mus musculus	RAP2B, member of RAS oncogene family
1460682_s_at	Q61349	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q99232	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q3LFS7	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q8R1N5	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q03679	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q3LFS8	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q3LFS9	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q61350	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q61351	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q61354	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q61352	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q61353	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q925P3	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q925P2	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	P31809	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q3LFS6	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1460682_s_at	Q3LFS5	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1422990_at	P16056	Mus musculus	met proto-oncogene
1422990_at	Q6Q531	Mus musculus	met proto-oncogene
1422990_at	A2VCS0	Mus musculus	met proto-oncogene
1422990_at	Q62125	Mus musculus	met proto-oncogene
1422990_at	Q3TCS4	Mus musculus	met proto-oncogene
1422990_at	A1A597	Mus musculus	met proto-oncogene
1422990_at	A4FUV6	Mus musculus	met proto-oncogene
1422990_at	A4FUV7	Mus musculus	met proto-oncogene
1422990_at	Q6Q532	Mus musculus	met proto-oncogene
1422990_at	Q6Q533	Mus musculus	met proto-oncogene
1425455_a_at	Q8VCP1	Mus musculus	churchill domain containing 1
1425455_a_at	Q6DG52	Mus musculus	churchill domain containing 1
1436097_x_at	Q8QZW8	Mus musculus	Rho GTPase activating protein 9
1436097_x_at	Q8BNN9	Mus musculus	Rho GTPase activating protein 9
1436097_x_at	Q8C8F0	Mus musculus	Rho GTPase activating protein 9
1436097_x_at	Q8C293	Mus musculus	Rho GTPase activating protein 9
1436097_x_at	Q8VDJ7	Mus musculus	Rho GTPase activating protein 9
1436097_x_at	Q1HDU4	Mus musculus	Rho GTPase activating protein 9
1436097_x_at	Q78T58	Mus musculus	Rho GTPase activating protein 9
1436097_x_at	Q3TIR9	Mus musculus	Rho GTPase activating protein 9
1451190_a_at	Q8QZX0	Mus musculus	SH3-binding kinase 1
1416392_a_at	A3KML5	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1416392_a_at	Q8C1D9	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1416392_a_at	P23967	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1416392_a_at	Q4KL27	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1416392_a_at	Q3TD69	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1416392_a_at	Q5XK06	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1416392_a_at	Q3UK60	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1416392_a_at	Q80YP7	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1416392_a_at	P63082	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1417566_at	Q9DBL9	Mus musculus	abhydrolase domain containing 5
1417566_at	Q9CTY3	Mus musculus	abhydrolase domain containing 5
1417566_at	Q922Z5	Mus musculus	abhydrolase domain containing 5
1419712_at	P26952	Mus musculus	interleukin 3 receptor, alpha chain
1454604_s_at	Q8BZU1	Mus musculus	tetraspanin 12
1454604_s_at	Q6P1C3	Mus musculus	tetraspanin 12
1454604_s_at	Q8BKT6	Mus musculus	tetraspanin 12
1449712_s_at	Q3UK59	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit E1
1449712_s_at	Q8K5D6	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit E1
1449712_s_at	P50518	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit E1
1449712_s_at	Q99LD0	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit E1
1427630_x_at	Q61349	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q99232	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q3LFS7	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q8R1N5	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q03679	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q3LFS8	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q3LFS9	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q61350	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q61351	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q61354	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q61352	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q61353	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q925P3	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q925P2	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	P31809	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q3LFS6	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1427630_x_at	Q3LFS5	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 1; carcinoembryonic antigen-related cell adhesion molecule 2
1450984_at	Q9Z0U1	Mus musculus	tight junction protein 2
1450984_at	Q8K210	Mus musculus	tight junction protein 2
1424367_a_at	Q9Z0E4	Mus musculus	homer homolog 2 (Drosophila)
1424367_a_at	Q9CTG4	Mus musculus	homer homolog 2 (Drosophila)
1424367_a_at	O89025	Mus musculus	homer homolog 2 (Drosophila)
1424367_a_at	Q8CFI9	Mus musculus	homer homolog 2 (Drosophila)
1424367_a_at	Q9QWW1	Mus musculus	homer homolog 2 (Drosophila)
1424367_a_at	Q8BGC8	Mus musculus	homer homolog 2 (Drosophila)
1448744_at	Q9JHK9	Mus musculus	galactosamine (N-acetyl)-6-sulfate sulfatase
1448744_at	Q571E4	Mus musculus	galactosamine (N-acetyl)-6-sulfate sulfatase
1448744_at	Q99KU8	Mus musculus	galactosamine (N-acetyl)-6-sulfate sulfatase
1448744_at	Q3TWQ4	Mus musculus	galactosamine (N-acetyl)-6-sulfate sulfatase
1448744_at	Q8CC47	Mus musculus	galactosamine (N-acetyl)-6-sulfate sulfatase
1436990_s_at	Q2V056	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 10
1436990_s_at	Q7TNL9	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 10
1436990_s_at	Q8BW15	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 10
1424913_at	Q3U423	Mus musculus	RIKEN cDNA 2310044G17 gene
1424913_at	Q8R0W1	Mus musculus	RIKEN cDNA 2310044G17 gene
1424913_at	Q3UFM0	Mus musculus	RIKEN cDNA 2310044G17 gene
1424913_at	Q3TUN6	Mus musculus	RIKEN cDNA 2310044G17 gene
1424913_at	Q80T99	Mus musculus	RIKEN cDNA 2310044G17 gene
1424913_at	Q8C680	Mus musculus	RIKEN cDNA 2310044G17 gene
1418764_a_at	Q3U449	Mus musculus	bisphosphate 3'-nucleotidase 1; similar to bisphosphate 3-nucleotidase 1
1418764_a_at	Q3U8Z5	Mus musculus	bisphosphate 3'-nucleotidase 1; similar to bisphosphate 3-nucleotidase 1
1418764_a_at	Q91XB9	Mus musculus	bisphosphate 3'-nucleotidase 1; similar to bisphosphate 3-nucleotidase 1
1418764_a_at	Q3UBN8	Mus musculus	bisphosphate 3'-nucleotidase 1; similar to bisphosphate 3-nucleotidase 1
1418764_a_at	Q9Z0S1	Mus musculus	bisphosphate 3'-nucleotidase 1; similar to bisphosphate 3-nucleotidase 1
1418764_a_at	Q9D7Y0	Mus musculus	bisphosphate 3'-nucleotidase 1; similar to bisphosphate 3-nucleotidase 1
1437772_s_at	Q3UAH8	Mus musculus	fucosidase, alpha-L- 1, tissue
1437772_s_at	Q3TCW3	Mus musculus	fucosidase, alpha-L- 1, tissue
1437772_s_at	Q9DD22	Mus musculus	fucosidase, alpha-L- 1, tissue
1437772_s_at	Q99LJ1	Mus musculus	fucosidase, alpha-L- 1, tissue
1437772_s_at	Q8BN13	Mus musculus	fucosidase, alpha-L- 1, tissue
1437772_s_at	B1AV51	Mus musculus	fucosidase, alpha-L- 1, tissue
1450675_at	Q3UM96	Mus musculus	stromal membrane-associated GTPase-activating protein 2
1450675_at	B1AVZ1	Mus musculus	stromal membrane-associated GTPase-activating protein 2
1450675_at	Q9EQY4	Mus musculus	stromal membrane-associated GTPase-activating protein 2
1450675_at	Q80WB9	Mus musculus	stromal membrane-associated GTPase-activating protein 2
1450675_at	Q3U798	Mus musculus	stromal membrane-associated GTPase-activating protein 2
1450675_at	Q7TN29	Mus musculus	stromal membrane-associated GTPase-activating protein 2
1417671_at	Q9JLI6	Mus musculus	selenocysteine lyase
1417671_at	Q8CB94	Mus musculus	selenocysteine lyase
1417671_at	Q8CB57	Mus musculus	selenocysteine lyase
1450647_at	Q91VB4	Mus musculus	Hermansky-Pudlak syndrome 3 homolog (human)
1450647_at	Q8BYV5	Mus musculus	Hermansky-Pudlak syndrome 3 homolog (human)
1450647_at	Q8VHT1	Mus musculus	Hermansky-Pudlak syndrome 3 homolog (human)
1450647_at	Q3TCR4	Mus musculus	Hermansky-Pudlak syndrome 3 homolog (human)
1450647_at	Q8BX18	Mus musculus	Hermansky-Pudlak syndrome 3 homolog (human)
1450647_at	Q8BZK0	Mus musculus	Hermansky-Pudlak syndrome 3 homolog (human)
1450647_at	Q8VDX2	Mus musculus	Hermansky-Pudlak syndrome 3 homolog (human)
1450647_at	Q8BZ55	Mus musculus	Hermansky-Pudlak syndrome 3 homolog (human)
1450647_at	Q3TAA3	Mus musculus	Hermansky-Pudlak syndrome 3 homolog (human)
1450647_at	Q6GTD8	Mus musculus	Hermansky-Pudlak syndrome 3 homolog (human)
1455605_at	Q6PE64	Mus musculus	RUN and FYVE domain containing 3
1455605_at	Q8VD10	Mus musculus	RUN and FYVE domain containing 3
